MSISDN,ProductID,ActionType,MonthlyValueQAR,Segment,LTV_Band,Lifecycle,AccountType,Language,Tenure_M,Churn_Prob,Days_To_Renewal,Data_Cap_GB,Data_Used_GB,Data_Usage_Pct,Overage_Months,Voice_Min,Intl_Min,Roaming_Days,Usage_Trend,Top_App,Pct_5G,ARPU_QAR,ARPU_Trend,Late_Payments,Outstanding_QAR,Dunning_Flag,Payment_Method,Device_Model,Device_Type,Device_Tier,Network_Capability,Device_Age_M,Upgrade_Eligible,Last_Upgrade_M,Avg_DL_Speed_Mbps,Dropped_Call_Rate,Latency_ms,Coverage_Score,Cell_Congestion,Network_Complaints_90d,Network_Issue_Flag,Channel_Affinity,App_Logins_30d,Consent_Flag,Loyalty_Tier,Last_Campaign_Resp,Recent_Complaint,Sentiment,NPS,Call_Transcript,NBO_Alt_Action,NBO_Reason,Accept_Ind
97455619038,10GB_Aggressive_HVC,Retention,120,Youth,HIGH,Renewal,Prepaid,EN,3,0.418,51,100,28.7,28.7,1,215,0,0,Rising,TikTok,0.2,134.7,Down,1,1.4,0,Cash,Galaxy A54,Smartphone,Mid,4G,17,0,16,51.3,0.065,37,0.66,0.08,0,0,SMS,9,1,None,None,0,Positive,8,customer asked how to add more data,Loyalty_Points_2x,High data usage trend,1
97452153022,10GB_Aggressive_HVC,Retention,120,HVC,LOW,Maturity,Prepaid,AR,116,0.464,149,100,91.3,91.3,0,161,0,0,Stable,Netflix,0.22,77.7,Up,1,0.8,0,Manual_Card,Galaxy A54,Smartphone,Mid,5G,12,0,16,134.5,0.032,27,0.71,0.11,0,0,Push,8,1,Platinum,None,0,Neutral,1,customer wanted to join the loyalty program,Home_Free_OoredooTV,Renewal window,1
97458557733,1GB_plus_100mins,NBO,40,Mass,MED,Maturity,Postpaid,EN,94,0.172,119,10,8.6,86.4,3,191,0,1,Falling,WhatsApp,0.82,46.4,Down,0,0.0,0,Manual_Card,iPhone 14,Smartphone,Mid,4G,9,0,32,57.2,0.02,37,0.93,0.05,0,0,Push,8,1,Silver,Rejected,0,Positive,8,customer asked about international calling rates,10GB_Aggressive_HVC,Churn risk detected,0
97455053472,Home_Free_OoredooTV,CrossSell,150,Business,LOW,Onboarding,Postpaid,AR,83,0.182,289,5,4.7,94.9,3,318,0,0,Rising,WhatsApp,0.59,157.8,Flat,1,251.3,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,13,0,13,97.5,0.009,38,0.69,0.12,0,0,WhatsApp,8,1,Gold,Ignored,0,Positive,8,customer inquired about upgrading their phone,1GB_plus_100mins,Churn risk detected,0
97455503166,Loyalty_Points_2x,Retention,0,Mass,MED,Maturity,Prepaid,AR,46,0.053,32,10,8.1,80.5,2,685,0,0,Stable,Gaming,0.83,40.6,Flat,1,69.2,0,Autopay_Card,iPhone 15,Smartphone,Flagship,5G,34,1,51,137.9,0.072,51,0.72,0.32,0,0,Call,12,1,Silver,Rejected,1,Neutral,2,customer asked about high bill last month,200mins_Upsell,High data usage trend,0
97454337181,Loyalty_Points_2x,Retention,0,HVC,HIGH,AtRisk,Prepaid,EN,101,0.453,330,50,20.2,40.5,3,79,0,0,Stable,Instagram,0.81,30.3,Flat,2,5.2,1,Bank_Transfer,Other,Smartphone,Budget,4G,22,1,53,31.7,0.095,91,0.58,0.37,0,0,SMS,6,1,Silver,None,0,Neutral,10,customer asked how to add more data,Device_Upgrade_iPhone,Renewal window,0
97452642946,1GB_plus_100mins,NBO,40,Youth,MED,Maturity,Prepaid,EN,87,0.111,241,5,1.8,36.4,0,120,26,0,Rising,WhatsApp,0.39,45.2,Up,0,0.0,0,Bank_Transfer,iPhone 15,Smartphone,Flagship,5G,20,1,28,178.7,0.02,35,0.5,0.17,0,0,WhatsApp,6,1,Gold,None,1,Negative,4,customer unhappy after roaming charges abroad,200mins_Upsell,Device upgrade eligible,0
97459340883,Loyalty_Points_2x,Retention,0,HVC,LOW,Growth,Hybrid,EN,14,0.498,150,50,29.8,59.6,0,349,23,0,Falling,Netflix,0.17,112.1,Flat,1,4.0,0,Autopay_Card,iPhone 14,Smartphone,Mid,4G,13,0,34,61.2,0.021,42,0.89,0.02,0,0,WhatsApp,14,1,None,Accepted,0,Positive,0,no recent call-center contact,200mins_Upsell,Device upgrade eligible,0
97458034106,Retention_Save_25pct,Retention,90,HVC,LOW,Maturity,Postpaid,EN,113,0.398,279,10,4.0,39.8,0,365,2,6,Stable,Instagram,0.61,61.4,Flat,1,14.7,0,Autopay_Card,iPhone 14,Smartphone,Mid,4G,19,0,8,31.0,0.091,67,0.85,0.13,0,0,Push,12,0,Silver,Ignored,0,Neutral,3,customer asked how to add more data,Roaming_Daily_Pass,Churn risk detected,0
97456794785,5G_Unlimited_Upgrade,Upsell,200,HVC,MED,Maturity,Postpaid,EN,116,0.405,9,20,17.3,86.6,3,53,20,0,Rising,TikTok,0.12,130.9,Flat,1,1.8,0,Cash,iPhone 15,Smartphone,Flagship,5G,16,0,35,125.8,0.047,42,0.61,0.27,0,0,Push,7,1,None,Accepted,0,Positive,8,no recent call-center contact,Device_Upgrade_iPhone,High data usage trend,0
97454621728,Data_AddOn_5GB,NBO,50,Youth,MED,AtRisk,Postpaid,AR,45,0.411,253,10,10.1,101.3,1,30,3,0,Stable,Snapchat,0.16,77.1,Flat,0,0.0,0,Bank_Transfer,Galaxy A54,Router/MiFi,Mid,5G,12,0,7,122.2,0.065,39,0.75,0.15,1,1,SMS,10,1,None,None,0,Positive,10,customer inquired about upgrading their phone,10GB_Aggressive_HVC,Churn risk detected,0
97458404853,Roaming_Daily_Pass,CrossSell,60,Mass,LOW,Maturity,Postpaid,EN,55,0.104,238,5,0.9,18.1,2,175,0,0,Rising,WhatsApp,0.4,72.1,Down,0,0.0,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,19,0,59,82.0,0.029,44,0.78,0.15,0,0,Call,11,1,Gold,Ignored,0,Positive,1,customer wanted to join the loyalty program,Home_Free_OoredooTV,Churn risk detected,0
97455908861,200mins_Upsell,Upsell,35,HVC,LOW,Maturity,Postpaid,EN,20,0.482,208,50,6.5,12.9,0,166,0,0,Stable,Instagram,0.05,59.6,Up,0,0.0,0,Manual_Card,iPhone 14,Router/MiFi,Mid,5G,23,1,31,141.3,0.097,63,0.53,0.38,0,0,WhatsApp,8,1,Gold,Ignored,0,Positive,1,no recent call-center contact,Loyalty_Points_2x,Device upgrade eligible,0
97454990727,5G_Unlimited_Upgrade,Upsell,200,Business,MED,Growth,Prepaid,AR,32,0.594,42,100,24.9,24.9,3,154,15,0,Rising,Netflix,0.78,226.3,Down,1,6.9,0,Cash,Other,Smartphone,Budget,4G,39,1,11,47.4,0.056,49,0.7,0.09,0,0,WhatsApp,6,1,Silver,Rejected,0,Neutral,8,no recent call-center contact,Home_Free_OoredooTV,Renewal window,0
97455054135,Data_AddOn_5GB,NBO,50,Mass,HIGH,Maturity,Prepaid,EN,27,0.345,118,5,3.0,59.3,0,104,0,6,Rising,Gaming,0.59,35.9,Down,0,0.0,0,Bank_Transfer,Galaxy A54,Smartphone,Mid,5G,27,1,56,138.8,0.064,21,0.8,0.06,0,0,Push,5,1,Silver,Accepted,0,Neutral,7,customer asked how to add more data,Home_Free_OoredooTV,High data usage trend,1
97453045148,Retention_Save_25pct,Retention,90,Mass,MED,Maturity,Postpaid,AR,56,0.032,23,10,9.9,99.2,3,114,0,0,Rising,Snapchat,0.51,168.9,Down,0,0.0,0,Manual_Card,Other,Router/MiFi,Budget,4G,2,0,23,36.7,0.037,72,0.67,0.24,1,1,WhatsApp,5,1,None,Rejected,1,Positive,0,customer reported dropped calls in their area,200mins_Upsell,Renewal window,0
97451829223,1GB_plus_100mins,NBO,40,HVC,LOW,Renewal,Prepaid,EN,84,0.275,8,20,18.6,92.8,0,140,0,6,Stable,Netflix,0.72,51.1,Flat,2,59.9,1,Cash,iPhone 14,Feature Phone,Budget,4G,34,1,19,34.5,0.046,54,0.78,0.17,1,1,Call,6,1,Gold,Ignored,0,Neutral,10,customer asked how to add more data,Home_Free_OoredooTV,High data usage trend,0
97455991262,Loyalty_Points_2x,Retention,0,Business,LOW,Maturity,Prepaid,AR,5,0.447,341,20,9.5,47.6,0,143,0,7,Rising,TikTok,0.98,54.6,Flat,0,0.0,0,Bank_Transfer,Other,Smartphone,Budget,4G,42,1,40,48.7,0.11,62,0.69,0.12,0,0,SMS,12,1,None,None,0,Neutral,1,customer wanted to join the loyalty program,5G_Unlimited_Upgrade,Renewal window,0
97458991007,200mins_Upsell,Upsell,35,Mass,LOW,Onboarding,Postpaid,EN,22,0.055,20,10,6.3,63.3,0,522,15,0,Falling,YouTube,0.52,48.7,Flat,1,0.8,0,Bank_Transfer,iPhone 15,Smartphone,Flagship,5G,3,0,46,169.4,0.041,28,0.73,0.04,0,0,Email,9,1,None,Ignored,0,Neutral,2,customer wanted to join the loyalty program,Retention_Save_25pct,Loyalty reward due,0
97451574355,Device_Upgrade_iPhone,Upsell,280,Business,MED,Maturity,Prepaid,AR,39,0.343,104,10,1.6,15.6,0,54,0,0,Falling,WhatsApp,0.74,197.7,Flat,0,0.0,0,Bank_Transfer,Galaxy A54,Smartphone,Mid,5G,11,0,41,188.1,0.042,40,0.66,0.2,1,1,Call,9,1,Silver,None,0,Neutral,1,customer asked how to add more data,Loyalty_Points_2x,Loyalty reward due,0
97458724620,Home_Free_OoredooTV,CrossSell,150,Business,MED,Renewal,Postpaid,AR,81,0.304,10,50,15.4,30.8,2,74,0,0,Stable,Netflix,0.54,116.2,Flat,0,0.0,0,Cash,Galaxy A54,Smartphone,Mid,4G,36,1,26,65.8,0.02,55,0.72,0.07,0,0,Email,8,0,None,Accepted,0,Neutral,3,no recent call-center contact,Loyalty_Points_2x,Device upgrade eligible,0
97458448679,10GB_Aggressive_HVC,Retention,120,Mass,MED,Growth,Postpaid,EN,51,0.065,13,20,7.9,39.7,3,121,0,6,Stable,Snapchat,0.58,108.4,Flat,1,35.5,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,7,0,24,128.9,0.076,30,0.84,0.18,0,0,SMS,14,1,Silver,Accepted,1,Neutral,9,customer asked about high bill last month,Data_AddOn_5GB,Churn risk detected,0
97453490836,Loyalty_Points_2x,Retention,0,HVC,MED,Growth,Postpaid,AR,92,0.262,114,100,76.7,76.7,3,238,0,5,Falling,YouTube,0.04,50.6,Up,0,0.0,0,Bank_Transfer,Huawei P60,Smartphone,Flagship,5G,33,1,24,123.2,0.056,59,0.86,0.22,0,0,Email,7,1,Silver,Ignored,0,Positive,4,customer inquired about upgrading their phone,5G_Unlimited_Upgrade,Device upgrade eligible,0
97456684978,5G_Unlimited_Upgrade,Upsell,200,Youth,MED,AtRisk,Postpaid,EN,62,0.561,294,50,8.2,16.4,3,155,0,0,Stable,Snapchat,0.58,204.6,Down,1,31.6,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,1,0,14,111.7,0.013,30,0.84,0.14,0,0,Push,9,1,Silver,Accepted,0,Neutral,10,customer wanted to join the loyalty program,Loyalty_Points_2x,High data usage trend,0
97452487061,200mins_Upsell,Upsell,35,HVC,MED,Renewal,Prepaid,EN,92,0.299,8,10,1.6,16.4,0,156,0,0,Stable,TikTok,0.5,59.3,Flat,0,0.0,0,Bank_Transfer,iPhone 14,Tablet,Mid,5G,34,1,2,154.9,0.03,34,0.88,0.14,0,0,Email,5,1,None,Ignored,0,Neutral,5,customer asked how to add more data,1GB_plus_100mins,Churn risk detected,0
97457822788,10GB_Aggressive_HVC,Retention,120,Mass,MED,Maturity,Postpaid,EN,34,0.511,308,100,37.9,37.9,2,47,3,4,Falling,WhatsApp,0.68,128.7,Down,0,0.0,0,Bank_Transfer,Galaxy S23,Smartphone,Flagship,5G,22,1,20,122.2,0.015,52,0.74,0.26,0,0,SMS,10,0,None,Rejected,0,Positive,7,customer asked how to add more data,Roaming_Daily_Pass,High data usage trend,0
97457304705,1GB_plus_100mins,NBO,40,HVC,HIGH,AtRisk,Postpaid,EN,19,0.524,350,20,11.3,56.3,1,542,0,0,Stable,TikTok,0.46,82.2,Flat,1,9.5,0,Bank_Transfer,iPhone 14,Smartphone,Mid,5G,24,1,55,187.9,0.057,33,0.75,0.08,0,0,Call,10,1,None,None,0,Neutral,2,no recent call-center contact,Data_AddOn_5GB,High data usage trend,0
97454190733,1GB_plus_100mins,NBO,40,Mass,MED,Renewal,Hybrid,EN,60,0.374,36,100,27.1,27.1,1,750,0,6,Falling,YouTube,0.03,59.9,Flat,0,0.0,0,Autopay_Card,iPhone 15,Smartphone,Flagship,5G,34,1,40,87.3,0.026,42,0.64,0.13,0,0,WhatsApp,12,1,Silver,None,0,Positive,6,no recent call-center contact,5G_Unlimited_Upgrade,High data usage trend,0
97451611279,Loyalty_Points_2x,Retention,0,Youth,LOW,Onboarding,Postpaid,EN,66,0.136,295,5,3.4,67.2,0,406,0,0,Stable,WhatsApp,0.56,16.3,Flat,0,0.0,0,Manual_Card,Huawei P60,Smartphone,Flagship,5G,32,1,25,194.0,0.018,38,0.49,0.12,1,1,WhatsApp,9,1,None,Ignored,0,Neutral,8,customer wanted to join the loyalty program,200mins_Upsell,Renewal window,0
97459736281,1GB_plus_100mins,NBO,40,Mass,MED,Growth,Postpaid,AR,92,0.213,64,20,16.3,81.3,1,488,10,0,Stable,WhatsApp,0.14,68.0,Up,1,12.3,0,Cash,Other,Tablet,Budget,4G,5,0,53,38.8,0.074,62,0.72,0.24,0,0,SMS,2,1,None,Ignored,0,Neutral,3,customer inquired about upgrading their phone,Roaming_Daily_Pass,Renewal window,0
97455011186,1GB_plus_100mins,NBO,40,Youth,LOW,Renewal,Prepaid,EN,95,0.177,31,50,40.9,81.7,1,312,0,0,Stable,WhatsApp,0.45,60.6,Flat,0,0.0,0,Autopay_Card,iPhone 14,Smartphone,Mid,5G,13,0,55,158.3,0.113,38,0.49,0.16,0,0,SMS,7,1,None,Accepted,1,Positive,4,customer asked about high bill last month,Retention_Save_25pct,Device upgrade eligible,1
97459038089,Device_Upgrade_iPhone,Upsell,280,Youth,LOW,Growth,Postpaid,AR,37,0.249,352,5,1.8,36.5,3,110,0,0,Rising,WhatsApp,0.97,224.2,Up,0,0.0,0,Bank_Transfer,iPhone 14,Smartphone,Mid,5G,5,0,37,181.9,0.036,39,0.76,0.11,0,0,SMS,9,1,Gold,None,0,Neutral,8,customer asked about international calling rates,1GB_plus_100mins,Renewal window,1
97457101270,Device_Upgrade_iPhone,Upsell,280,Mass,MED,Maturity,Postpaid,EN,24,0.088,55,5,4.7,93.4,3,151,0,7,Falling,Gaming,0.29,179.3,Up,1,89.5,0,Cash,Galaxy S23,Smartphone,Flagship,5G,37,1,18,118.6,0.092,27,0.77,0.17,1,1,SMS,11,1,Gold,Accepted,0,Neutral,5,customer inquired about upgrading their phone,Retention_Save_25pct,Churn risk detected,0
97458005450,200mins_Upsell,Upsell,35,Youth,HIGH,Growth,Prepaid,AR,16,0.178,108,100,32.9,32.9,1,360,5,0,Stable,TikTok,0.3,63.9,Flat,0,0.0,0,Autopay_Card,Pixel 8,Smartphone,Flagship,5G,36,1,45,197.3,0.119,23,0.59,0.07,0,0,Call,7,1,None,None,0,Neutral,7,customer wanted to join the loyalty program,10GB_Aggressive_HVC,High data usage trend,0
97457839094,Retention_Save_25pct,Retention,90,Mass,LOW,AtRisk,Prepaid,EN,44,0.515,93,20,12.8,64.1,1,180,0,7,Falling,Netflix,0.24,100.8,Down,0,0.0,0,Manual_Card,iPhone 14,Smartphone,Mid,4G,4,0,11,54.6,0.055,59,0.64,0.16,0,0,Call,6,0,Gold,Ignored,0,Positive,4,customer asked how to add more data,5G_Unlimited_Upgrade,Renewal window,0
97452751748,5G_Unlimited_Upgrade,Upsell,200,Mass,MED,AtRisk,Postpaid,EN,65,0.69,246,20,3.5,17.6,0,109,0,0,Rising,TikTok,0.17,172.3,Up,0,0.0,0,Manual_Card,Huawei P60,Feature Phone,Budget,4G,17,0,27,38.1,0.015,63,0.64,0.1,0,0,Push,8,1,Silver,Ignored,0,Neutral,5,no recent call-center contact,Home_Free_OoredooTV,Device upgrade eligible,1
97454275153,5G_Unlimited_Upgrade,Upsell,200,Mass,LOW,Growth,Hybrid,AR,30,0.159,5,50,31.0,62.0,3,104,0,5,Rising,Snapchat,0.96,168.9,Flat,0,0.0,0,Manual_Card,iPhone 14,Feature Phone,Budget,4G,9,0,9,39.0,0.026,51,0.55,0.14,0,0,Push,10,0,None,Rejected,0,Neutral,10,customer asked about international calling rates,Device_Upgrade_iPhone,Loyalty reward due,0
97455200488,Home_Free_OoredooTV,CrossSell,150,HVC,MED,Maturity,Postpaid,EN,11,0.186,23,50,19.8,39.6,3,487,0,0,Falling,Gaming,0.72,131.0,Up,0,0.0,0,Bank_Transfer,Galaxy A54,Smartphone,Mid,4G,45,1,32,67.9,0.083,38,0.87,0.05,0,0,Push,8,1,Silver,Rejected,0,Neutral,0,customer wanted to join the loyalty program,1GB_plus_100mins,Device upgrade eligible,0
97455480123,Data_AddOn_5GB,NBO,50,Youth,HIGH,AtRisk,Postpaid,EN,67,0.9,191,20,1.7,8.3,2,113,1,4,Rising,WhatsApp,0.84,56.9,Down,0,0.0,0,Cash,Galaxy S23,Smartphone,Flagship,5G,38,1,27,184.6,0.069,40,0.69,0.15,0,0,SMS,11,1,None,Accepted,0,Neutral,6,customer inquired about upgrading their phone,200mins_Upsell,Churn risk detected,0
97451394233,Device_Upgrade_iPhone,Upsell,280,Mass,LOW,Growth,Prepaid,EN,51,0.075,76,100,54.7,54.7,2,189,0,0,Falling,YouTube,0.8,166.8,Up,1,14.3,0,Autopay_Card,Other,Router/MiFi,Budget,4G,16,0,30,47.4,0.03,71,0.66,0.31,0,0,SMS,8,1,Silver,Accepted,0,Neutral,5,customer asked about international calling rates,Roaming_Daily_Pass,High data usage trend,0
97455919124,Data_AddOn_5GB,NBO,50,Mass,MED,Maturity,Prepaid,EN,49,0.238,60,50,46.2,92.3,0,70,0,0,Stable,TikTok,0.42,56.1,Down,1,22.1,0,Cash,iPhone 14,Router/MiFi,Mid,4G,9,0,53,60.0,0.049,36,0.88,0.03,0,0,Email,8,0,Platinum,Accepted,0,Neutral,2,customer inquired about upgrading their phone,5G_Unlimited_Upgrade,Loyalty reward due,0
97452388605,Loyalty_Points_2x,Retention,0,Mass,LOW,Maturity,Prepaid,AR,70,0.194,70,5,4.0,80.3,2,290,0,0,Rising,WhatsApp,0.09,22.7,Flat,1,40.5,0,Manual_Card,Pixel 8,Smartphone,Flagship,5G,8,0,19,143.0,0.022,50,0.5,0.29,0,0,Push,7,1,None,Ignored,0,Positive,3,customer asked about international calling rates,Retention_Save_25pct,Renewal window,0
97457690382,1GB_plus_100mins,NBO,40,Mass,HIGH,Growth,Prepaid,AR,8,0.184,137,5,2.0,40.3,1,152,3,0,Falling,YouTube,0.41,64.2,Flat,0,0.0,0,Cash,Galaxy A54,Router/MiFi,Mid,4G,5,0,7,43.4,0.061,50,0.82,0.02,0,0,SMS,9,0,None,Ignored,0,Neutral,0,customer asked about international calling rates,5G_Unlimited_Upgrade,High data usage trend,0
97457147439,Retention_Save_25pct,Retention,90,Mass,LOW,Onboarding,Postpaid,EN,36,0.542,189,5,4.5,89.5,0,332,0,0,Stable,YouTube,0.56,117.7,Down,0,0.0,0,Manual_Card,Galaxy S23,Smartphone,Flagship,5G,28,1,50,183.3,0.067,44,0.74,0.22,0,0,Push,7,1,Silver,Ignored,0,Neutral,0,customer asked about international calling rates,Roaming_Daily_Pass,Renewal window,0
97459302749,Loyalty_Points_2x,Retention,0,HVC,LOW,Maturity,Postpaid,AR,54,0.219,350,20,22.5,112.6,1,89,0,0,Stable,Instagram,0.99,64.7,Down,1,15.4,0,Cash,Huawei P60,Smartphone,Flagship,5G,34,1,5,99.3,0.072,41,0.65,0.24,0,0,Email,8,0,Platinum,Ignored,0,Neutral,2,customer wanted to join the loyalty program,1GB_plus_100mins,Renewal window,0
