MSISDN,Selected_Action,ActionType,Propensity,MonthlyValueQAR
97456658706,Device_Upgrade_iPhone,Upsell,0.2818,280
97451759998,Device_Upgrade_iPhone,Upsell,0.2053,280
97457817390,Device_Upgrade_iPhone,Upsell,0.2857,280
97454742266,Device_Upgrade_iPhone,Upsell,0.2889,280
97458081977,Device_Upgrade_iPhone,Upsell,0.2495,280
97451374527,1GB_plus_100mins,NBO,0.1435,40
97452615108,Device_Upgrade_iPhone,Upsell,0.2372,280
97455445916,Device_Upgrade_iPhone,Upsell,0.3214,280
97452694026,Device_Upgrade_iPhone,Upsell,0.2968,280
97453968750,5G_Unlimited_Upgrade,Upsell,0.264,200
97456945390,Loyalty_Points_2x,Retention,0.2146,0
97452300717,Loyalty_Points_2x,Retention,0.1499,0
97457099325,Retention_Save_25pct,Retention,0.3006,90
97451930626,Device_Upgrade_iPhone,Upsell,0.2012,280
97452576666,Device_Upgrade_iPhone,Upsell,0.2244,280
97456288800,Device_Upgrade_iPhone,Upsell,0.3607,280
97458141348,Retention_Save_25pct,Retention,0.1982,90
97452535336,Device_Upgrade_iPhone,Upsell,0.2122,280
97453699934,Loyalty_Points_2x,Retention,0.1472,0
97459326080,Roaming_Daily_Pass,CrossSell,0.1552,60
97459907152,Device_Upgrade_iPhone,Upsell,0.3349,280
97456229549,Loyalty_Points_2x,Retention,0.2905,0
97455023342,Loyalty_Points_2x,Retention,0.1225,0
97454121827,Device_Upgrade_iPhone,Upsell,0.2594,280
97456512066,1GB_plus_100mins,NBO,0.126,40
97456318238,Loyalty_Points_2x,Retention,0.1572,0
97453652777,10GB_Aggressive_HVC,Retention,0.3366,120
97451205234,Device_Upgrade_iPhone,Upsell,0.3664,280
97452363484,Device_Upgrade_iPhone,Upsell,0.4454,280
97459627031,1GB_plus_100mins,NBO,0.1583,40
97454763393,Device_Upgrade_iPhone,Upsell,0.4238,280
97455340730,Device_Upgrade_iPhone,Upsell,0.3295,280
97455203967,Device_Upgrade_iPhone,Upsell,0.3765,280
97458044616,1GB_plus_100mins,NBO,0.1455,40
97451584609,Device_Upgrade_iPhone,Upsell,0.4365,280
97451744569,Device_Upgrade_iPhone,Upsell,0.3603,280
97453482624,Retention_Save_25pct,Retention,0.4589,90
97455379924,Device_Upgrade_iPhone,Upsell,0.3,280
97457040115,Device_Upgrade_iPhone,Upsell,0.2233,280
97455416362,Device_Upgrade_iPhone,Upsell,0.3829,280
97454970512,1GB_plus_100mins,NBO,0.1141,40
97459440437,Device_Upgrade_iPhone,Upsell,0.289,280
97452449170,10GB_Aggressive_HVC,Retention,0.2404,120
97456145551,1GB_plus_100mins,NBO,0.1606,40
97455880201,Device_Upgrade_iPhone,Upsell,0.2908,280
97455261404,Device_Upgrade_iPhone,Upsell,0.2214,280
97458268376,Device_Upgrade_iPhone,Upsell,0.2577,280
97453402780,Device_Upgrade_iPhone,Upsell,0.2948,280
97459583954,1GB_plus_100mins,NBO,0.1337,40
97453984120,Device_Upgrade_iPhone,Upsell,0.2463,280
97455905039,10GB_Aggressive_HVC,Retention,0.1916,120
97455686051,Device_Upgrade_iPhone,Upsell,0.2812,280
97458648000,10GB_Aggressive_HVC,Retention,0.336,120
97454950202,Device_Upgrade_iPhone,Upsell,0.3648,280
97453561030,1GB_plus_100mins,NBO,0.1365,40
97451194508,5G_Unlimited_Upgrade,Upsell,0.1856,200
97454273103,Device_Upgrade_iPhone,Upsell,0.2314,280
97458436626,10GB_Aggressive_HVC,Retention,0.3095,120
97451089245,Device_Upgrade_iPhone,Upsell,0.3419,280
97459065446,Loyalty_Points_2x,Retention,0.3051,0
97455885443,Device_Upgrade_iPhone,Upsell,0.2012,280
97452262241,Device_Upgrade_iPhone,Upsell,0.2084,280
97453719613,Device_Upgrade_iPhone,Upsell,0.247,280
97455986324,Device_Upgrade_iPhone,Upsell,0.1881,280
97453841229,10GB_Aggressive_HVC,Retention,0.4042,120
97451977181,Device_Upgrade_iPhone,Upsell,0.1729,280
97456993899,Roaming_Daily_Pass,CrossSell,0.2688,60
97457050160,Device_Upgrade_iPhone,Upsell,0.2114,280
97452069868,Device_Upgrade_iPhone,Upsell,0.2577,280
97453531103,10GB_Aggressive_HVC,Retention,0.4647,120
97453194859,Device_Upgrade_iPhone,Upsell,0.2692,280
97456934803,Device_Upgrade_iPhone,Upsell,0.1883,280
97457572659,Device_Upgrade_iPhone,Upsell,0.2427,280
97457542950,Device_Upgrade_iPhone,Upsell,0.1835,280
97459448850,10GB_Aggressive_HVC,Retention,0.2383,120
97457917826,10GB_Aggressive_HVC,Retention,0.2946,120
97453886114,Device_Upgrade_iPhone,Upsell,0.3279,280
97451969668,Device_Upgrade_iPhone,Upsell,0.3015,280
97456531784,Device_Upgrade_iPhone,Upsell,0.3277,280
97459244105,10GB_Aggressive_HVC,Retention,0.2615,120
97459776396,Device_Upgrade_iPhone,Upsell,0.2922,280
97453071925,1GB_plus_100mins,NBO,0.1618,40
97453128098,Device_Upgrade_iPhone,Upsell,0.3324,280
97451336712,Device_Upgrade_iPhone,Upsell,0.3713,280
97452271359,Device_Upgrade_iPhone,Upsell,0.2722,280
97455993671,Device_Upgrade_iPhone,Upsell,0.4114,280
97455921229,Device_Upgrade_iPhone,Upsell,0.4426,280
97454338300,Device_Upgrade_iPhone,Upsell,0.2376,280
97453789598,10GB_Aggressive_HVC,Retention,0.4132,120
97458468106,Device_Upgrade_iPhone,Upsell,0.332,280
97455140304,Device_Upgrade_iPhone,Upsell,0.4788,280
97458274262,Device_Upgrade_iPhone,Upsell,0.3155,280
97459668905,Device_Upgrade_iPhone,Upsell,0.4832,280
97453854249,10GB_Aggressive_HVC,Retention,0.2843,120
97452824644,1GB_plus_100mins,NBO,0.1757,40
97459576093,Home_Free_OoredooTV,CrossSell,0.1524,150
97456713479,10GB_Aggressive_HVC,Retention,0.2104,120
97453618260,Device_Upgrade_iPhone,Upsell,0.2773,280
97456596739,Loyalty_Points_2x,Retention,0.2097,0
97455635513,Device_Upgrade_iPhone,Upsell,0.2187,280
97459149788,Device_Upgrade_iPhone,Upsell,0.3043,280
97453303685,Device_Upgrade_iPhone,Upsell,0.2292,280
97459922444,Device_Upgrade_iPhone,Upsell,0.2275,280
97459424391,Device_Upgrade_iPhone,Upsell,0.294,280
97452626317,Device_Upgrade_iPhone,Upsell,0.3395,280
97452481470,Loyalty_Points_2x,Retention,0.2224,0
97455798410,Device_Upgrade_iPhone,Upsell,0.1565,280
97451404195,Device_Upgrade_iPhone,Upsell,0.299,280
97453689181,Device_Upgrade_iPhone,Upsell,0.1497,280
97454915873,10GB_Aggressive_HVC,Retention,0.3622,120
97459724358,Device_Upgrade_iPhone,Upsell,0.4616,280
97459931379,Loyalty_Points_2x,Retention,0.2753,0
97452363859,5G_Unlimited_Upgrade,Upsell,0.4446,200
97459025094,Device_Upgrade_iPhone,Upsell,0.1938,280
97451818359,Device_Upgrade_iPhone,Upsell,0.2285,280
97457737471,Device_Upgrade_iPhone,Upsell,0.2988,280
97458610783,Device_Upgrade_iPhone,Upsell,0.2208,280
97459017131,Device_Upgrade_iPhone,Upsell,0.4355,280
97453010761,Device_Upgrade_iPhone,Upsell,0.3457,280
97459041018,10GB_Aggressive_HVC,Retention,0.2479,120
97452043828,Device_Upgrade_iPhone,Upsell,0.2322,280
97455669724,Device_Upgrade_iPhone,Upsell,0.4222,280
97455225907,Device_Upgrade_iPhone,Upsell,0.2239,280
97453843361,1GB_plus_100mins,NBO,0.1524,40
97451199027,1GB_plus_100mins,NBO,0.133,40
97457948111,10GB_Aggressive_HVC,Retention,0.2733,120
97454020252,Device_Upgrade_iPhone,Upsell,0.2117,280
97456954950,Device_Upgrade_iPhone,Upsell,0.221,280
97454691978,Device_Upgrade_iPhone,Upsell,0.3293,280
97454362919,Device_Upgrade_iPhone,Upsell,0.2381,280
97458976662,Retention_Save_25pct,Retention,0.4164,90
97451850199,Device_Upgrade_iPhone,Upsell,0.2214,280
97457629555,Device_Upgrade_iPhone,Upsell,0.3203,280
97457721105,Device_Upgrade_iPhone,Upsell,0.2186,280
97454419922,Device_Upgrade_iPhone,Upsell,0.246,280
97453362144,Device_Upgrade_iPhone,Upsell,0.2355,280
97451047763,Device_Upgrade_iPhone,Upsell,0.3304,280
97459431317,Device_Upgrade_iPhone,Upsell,0.2249,280
97459529582,Device_Upgrade_iPhone,Upsell,0.2438,280
97453168734,10GB_Aggressive_HVC,Retention,0.2184,120
97451287199,1GB_plus_100mins,NBO,0.1304,40
97452104821,Device_Upgrade_iPhone,Upsell,0.2493,280
97451608785,Device_Upgrade_iPhone,Upsell,0.2375,280
97458480013,Device_Upgrade_iPhone,Upsell,0.3362,280
97459027202,Device_Upgrade_iPhone,Upsell,0.3756,280
97452379558,1GB_plus_100mins,NBO,0.1479,40
97457720654,Device_Upgrade_iPhone,Upsell,0.2001,280
97452613414,Device_Upgrade_iPhone,Upsell,0.1904,280
97454304880,10GB_Aggressive_HVC,Retention,0.1446,120
97456394444,1GB_plus_100mins,NBO,0.1742,40
97457479340,Device_Upgrade_iPhone,Upsell,0.3232,280
97458871057,Device_Upgrade_iPhone,Upsell,0.2761,280
97451403063,200mins_Upsell,Upsell,0.2924,35
97452767911,Device_Upgrade_iPhone,Upsell,0.3802,280
97453524577,Device_Upgrade_iPhone,Upsell,0.2065,280
97453792912,Device_Upgrade_iPhone,Upsell,0.1879,280
97459982249,Device_Upgrade_iPhone,Upsell,0.3017,280
97457996642,1GB_plus_100mins,NBO,0.1664,40
97453883754,Device_Upgrade_iPhone,Upsell,0.2845,280
97459746436,Device_Upgrade_iPhone,Upsell,0.1761,280
97455493762,10GB_Aggressive_HVC,Retention,0.2619,120
97455506670,Device_Upgrade_iPhone,Upsell,0.1975,280
97454903289,Device_Upgrade_iPhone,Upsell,0.2228,280
97452295077,Device_Upgrade_iPhone,Upsell,0.2319,280
97459409351,Device_Upgrade_iPhone,Upsell,0.3528,280
97451125426,1GB_plus_100mins,NBO,0.1429,40
97452568506,Device_Upgrade_iPhone,Upsell,0.2521,280
97453066904,Device_Upgrade_iPhone,Upsell,0.4392,280
97453513677,Device_Upgrade_iPhone,Upsell,0.2024,280
97452186399,5G_Unlimited_Upgrade,Upsell,0.1977,200
97451161652,10GB_Aggressive_HVC,Retention,0.2309,120
97457098927,Device_Upgrade_iPhone,Upsell,0.3326,280
97459723788,Device_Upgrade_iPhone,Upsell,0.3756,280
97452096492,Device_Upgrade_iPhone,Upsell,0.2582,280
97453668816,Device_Upgrade_iPhone,Upsell,0.2914,280
97455556968,Device_Upgrade_iPhone,Upsell,0.4973,280
97459347520,Device_Upgrade_iPhone,Upsell,0.2763,280
97457248361,Device_Upgrade_iPhone,Upsell,0.5223,280
97457895692,Device_Upgrade_iPhone,Upsell,0.3392,280
97456230048,Device_Upgrade_iPhone,Upsell,0.4775,280
97454753321,Device_Upgrade_iPhone,Upsell,0.3678,280
97452797980,Device_Upgrade_iPhone,Upsell,0.2921,280
97458778828,Device_Upgrade_iPhone,Upsell,0.2736,280
97458237119,Device_Upgrade_iPhone,Upsell,0.3184,280
97451225911,Device_Upgrade_iPhone,Upsell,0.3424,280
97457438663,Device_Upgrade_iPhone,Upsell,0.2157,280
97451759492,Device_Upgrade_iPhone,Upsell,0.2664,280
97457650855,10GB_Aggressive_HVC,Retention,0.235,120
97458433583,10GB_Aggressive_HVC,Retention,0.3478,120
97452179519,Device_Upgrade_iPhone,Upsell,0.392,280
97454904522,Device_Upgrade_iPhone,Upsell,0.3161,280
97452113784,Device_Upgrade_iPhone,Upsell,0.1599,280
97456105539,Device_Upgrade_iPhone,Upsell,0.1043,280
97459348062,Device_Upgrade_iPhone,Upsell,0.2054,280
97451727825,Device_Upgrade_iPhone,Upsell,0.2439,280
97454578203,Loyalty_Points_2x,Retention,0.1668,0
97459758083,Loyalty_Points_2x,Retention,0.1762,0
97453708537,Retention_Save_25pct,Retention,0.3673,90
97452189950,Device_Upgrade_iPhone,Upsell,0.164,280
97455397255,Device_Upgrade_iPhone,Upsell,0.4239,280
97455575352,Retention_Save_25pct,Retention,0.4377,90
97456965777,Device_Upgrade_iPhone,Upsell,0.2075,280
97453823637,Device_Upgrade_iPhone,Upsell,0.3105,280
97459600608,Device_Upgrade_iPhone,Upsell,0.1975,280
97455689204,Device_Upgrade_iPhone,Upsell,0.2099,280
97453578015,Loyalty_Points_2x,Retention,0.1778,0
97459642559,Device_Upgrade_iPhone,Upsell,0.2125,280
97459323274,Device_Upgrade_iPhone,Upsell,0.2125,280
97455492482,10GB_Aggressive_HVC,Retention,0.2429,120
97451223735,1GB_plus_100mins,NBO,0.1605,40
97456372424,Device_Upgrade_iPhone,Upsell,0.1261,280
97455996781,Device_Upgrade_iPhone,Upsell,0.4344,280
97452333875,Loyalty_Points_2x,Retention,0.1693,0
97456705775,Device_Upgrade_iPhone,Upsell,0.2084,280
97458567141,Device_Upgrade_iPhone,Upsell,0.2362,280
97451953076,Device_Upgrade_iPhone,Upsell,0.1927,280
97457509902,5G_Unlimited_Upgrade,Upsell,0.2398,200
97452263056,Roaming_Daily_Pass,CrossSell,0.1816,60
97457739435,Device_Upgrade_iPhone,Upsell,0.3441,280
